Expense,Planned/Rea,Type,Date,Month,Year,Amount,Comments,Account
Cafe/bar/restaurant,Rea,👩 Anna,01/03/25,3,2025,-375,,Anna
Clothes,Rea,👩 Anna,01/03/25,3,2025,0,,Anna
Hobby,Rea,👩 Anna,01/03/25,3,2025,0,,Anna
Misc,Rea,👩 Anna,01/03/25,3,2025,-1000,frederiksberg spa + frisør + parkering,Anna
Phone,Rea,👩 Anna,01/03/25,3,2025,0,,Anna
Presents,Rea,👩 Anna,01/03/25,3,2025,,,Anna
Dentist,Rea,👩 Anna,01/03/25,3,2025,,,Anna
Psicologist,Rea,👩 Anna,01/03/25,3,2025,-190,,Anna
Rejsekort,Rea,👩 Anna,01/03/25,3,2025,-30,,Anna
Travel personal,Rea,👩 Anna,01/03/25,3,2025,,,Anna
Akasse,Rea,👩 Anna,01/04/25,4,2025,-1497,,Anna
Glasses and contacts,Rea,👩 Anna,01/04/25,4,2025,0,,Anna
Bike repair,Rea,👩 Anna,01/04/25,4,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/04/25,4,2025,-216,,Anna
Clothes,Rea,👩 Anna,01/04/25,4,2025,0,,Anna
Hobby,Rea,👩 Anna,01/04/25,4,2025,0,,Anna
Misc,Rea,👩 Anna,01/04/25,4,2025,-60,swimming,Anna
Phone,Rea,👩 Anna,01/04/25,4,2025,0,,Anna
Presents,Rea,👩 Anna,01/04/25,4,2025,-20,,Anna
Rejsekort,Rea,👩 Anna,01/04/25,4,2025,-32,,Anna
Travel personal,Rea,👩 Anna,01/04/25,4,2025,0,,Anna
Dentist,Rea,👩 Anna,01/04/25,4,2025,,,Anna
Psicologist,Rea,👩 Anna,01/04/25,4,2025,-191,,Anna
Akasse,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Bike repair,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Clothes,Rea,👩 Anna,01/05/25,5,2025,-50,,Anna
Hobby,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Misc,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Phone,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Presents,Rea,👩 Anna,01/05/25,5,2025,-50,,Anna
Dentist,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Psicologist,Rea,👩 Anna,01/05/25,5,2025,-191,,Anna
Rejsekort,Rea,👩 Anna,01/05/25,5,2025,-77,,Anna
Travel personal,Rea,👩 Anna,01/05/25,5,2025,0,,Anna
Anna Skat Return,Rea,💰 Income,01/06/25,6,2025,-1226,extra tax from year 2023,Joint
Anna's Salary,Rea,💰 Income,01/06/25,6,2025,30206,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/06/25,6,2025,0,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/06/25,6,2025,0,,Joint
Carlos Salary,Rea,💰 Income,01/06/25,6,2025,36144,,Joint
Sell,Rea,💰 Income,01/06/25,6,2025,50,Osprey cover,Joint
Carlos Skat return,Rea,💰 Income,01/06/25,6,2025,0,,Joint
Cleaning,Rea,🏠 Home,01/06/25,6,2025,-1600,,Joint
Rent,Rea,🏠 Home,01/06/25,6,2025,-12541,,Joint
Content Insurance,Rea,🏠 Home,01/06/25,6,2025,-150,,Joint
Electricity,Rea,🏠 Home,01/06/25,6,2025,-405,,Joint
Hot Water / Gas,Rea,🏠 Home,01/06/25,6,2025,-585,,Joint
Water,Rea,🏠 Home,01/06/25,6,2025,-200,,Joint
Anna Skat Return,Rea,💰 Income,01/07/25,7,2025,0,,Joint
Anna's Salary,Rea,💰 Income,01/07/25,7,2025,29499,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/07/25,7,2025,4742,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/07/25,7,2025,4742,,Joint
Carlos Salary,Rea,💰 Income,01/07/25,7,2025,36765,,Joint
Carlos Skat return,Rea,💰 Income,01/07/25,7,2025,0,,Joint
Cleaning,Rea,🏠 Home,01/07/25,7,2025,-400,,Joint
Rent,Rea,🏠 Home,01/07/25,7,2025,-12541,,Joint
Content Insurance,Rea,🏠 Home,01/07/25,7,2025,-258,,Joint
Electricity,Rea,🏠 Home,01/07/25,7,2025,-399,,Joint
Hot Water / Gas,Rea,🏠 Home,01/07/25,7,2025,-585,,Joint
Water,Rea,🏠 Home,01/07/25,7,2025,-200,,Joint
Food,Rea,🛒 Groceries,01/07/25,7,2025,-9747,,Joint
Anna Skat Return,Rea,💰 Income,01/08/25,8,2025,0,,Joint
Anna's Salary,Rea,💰 Income,01/08/25,8,2025,30795,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/08/25,8,2025,0,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/08/25,8,2025,,,Joint
Carlos Salary,Rea,💰 Income,01/08/25,8,2025,36767,,Joint
Carlos Skat return,Rea,💰 Income,01/08/25,8,2025,,,Joint
Anna Skat Return,Rea,💰 Income,01/09/25,9,2025,0,,Joint
Anna's Salary,Rea,💰 Income,01/09/25,9,2025,30385,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/09/25,9,2025,0,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/09/25,9,2025,0,,Joint
Carlos Salary,Rea,💰 Income,01/09/25,9,2025,36500,,Joint
Carlos Skat return,Rea,💰 Income,01/09/25,9,2025,0,,Joint
Cleaning,Rea,🏠 Home,01/08/25,8,2025,-1600,,Joint
Rent,Rea,🏠 Home,01/08/25,8,2025,-12541,,Joint
Cleaning,Rea,🏠 Home,01/09/25,9,2025,-2000,,Joint
Rent,Rea,🏠 Home,01/09/25,9,2025,-12541,,Joint
Content Insurance,Rea,🏠 Home,01/08/25,8,2025,-212,,Joint
Content Insurance,Rea,🏠 Home,01/09/25,9,2025,-212,,Joint
Electricity,Rea,🏠 Home,01/08/25,8,2025,-447,,Joint
Hot Water / Gas,Rea,🏠 Home,01/08/25,8,2025,-585,,Joint
Water,Rea,🏠 Home,01/08/25,8,2025,-200,,Joint
Electricity,Rea,🏠 Home,01/09/25,9,2025,-376,,Joint
Hot Water / Gas,Rea,🏠 Home,01/09/25,9,2025,-585,,Joint
Water,Rea,🏠 Home,01/09/25,9,2025,-200,,Joint
Food,Rea,🛒 Groceries,01/08/25,8,2025,-5336,,Joint
Food,Rea,🛒 Groceries,01/09/25,9,2025,-5059,,Joint
Flight Tickets,Rea,✈️ Traveling,01/08/25,8,2025,,,Joint
Anna Skat Return,Rea,💰 Income,01/10/25,10,2025,0,,Joint
Anna Skat Return,Rea,💰 Income,01/11/25,11,2025,0,,Joint
Anna's Salary,Rea,💰 Income,01/10/25,10,2025,30497,,Joint
Anna's Salary,Rea,💰 Income,01/11/25,11,2025,32022,Salary + working for ida,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/10/25,10,2025,4742,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/11/25,11,2025,0,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/10/25,10,2025,4742,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/11/25,11,2025,0,,Joint
Carlos Salary,Rea,💰 Income,01/10/25,10,2025,47578,,Joint
Carlos Salary,Rea,💰 Income,01/11/25,11,2025,36324,,Joint
Carlos Skat return,Rea,💰 Income,01/10/25,10,2025,0,,Joint
Carlos Skat return,Rea,💰 Income,01/11/25,11,2025,0,,Joint
Cleaning,Rea,🏠 Home,01/10/25,10,2025,-1200,,Joint
Anna Skat Return,Rea,💰 Income,01/12/25,12,2025,0,,Joint
Electricity,Rea,🏠 Home,01/10/25,10,2025,-461,,Joint
Anna's Salary,Rea,💰 Income,01/12/25,12,2025,30832,,Joint
Furniture Misc,Rea,🏠 Home,01/10/25,10,2025,-480,"Light bulb, Kitchen utensils",Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/12/25,12,2025,0,,Joint
House Insurance,Rea,🏠 Home,01/10/25,10,2025,-18758,Ejerskifte forskikring,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/12/25,12,2025,0,,Joint
Hot Water / Gas,Rea,🏠 Home,01/10/25,10,2025,-585,,Joint
Carlos Salary,Rea,💰 Income,01/12/25,12,2025,36528,,Joint
Carlos Skat return,Rea,💰 Income,01/12/25,12,2025,0,,Joint
Cleaning,Rea,🏠 Home,01/11/25,11,2025,-1600,,Joint
Rent,Rea,🏠 Home,01/10/25,10,2025,-12541,,Joint
Electricity,Rea,🏠 Home,01/11/25,11,2025,-409,,Joint
Furniture Misc,Rea,🏠 Home,01/11/25,11,2025,-255,IKEA trip,Joint
Content Insurance,Rea,🏠 Home,01/10/25,10,2025,-241,,Joint
Content Insurance,Rea,🏠 Home,01/11/25,11,2025,-241,,Joint
Hot Water / Gas,Rea,🏠 Home,01/11/25,11,2025,-585,,Joint
Mortgage,Rea,🏠 Home,01/11/25,11,2025,-7500,Lawyer,Joint
Mortgage,Rea,🏠 Home,01/11/25,11,2025,-38500,Tinglysning,Joint
Rent,Rea,🏠 Home,01/11/25,11,2025,-12541,,Joint
Water,Rea,🏠 Home,01/11/25,11,2025,-200,,Joint
Cleaning,Rea,🏠 Home,01/12/25,12,2025,-1200,,Joint
Rent,Rea,🏠 Home,01/12/25,12,2025,-12541,,Joint
Content Insurance,Rea,🏠 Home,01/12/25,12,2025,-225,,Joint
Electricity,Rea,🏠 Home,01/12/25,12,2025,-555,,Joint
Hot Water / Gas,Rea,🏠 Home,01/12/25,12,2025,-585,,Joint
Water,Rea,🏠 Home,01/12/25,12,2025,-200,,Joint
Cleaning,Rea,🏠 Home,01/01/25,1,2025,-1200,,Joint
Furniture Misc,Rea,🏠 Home,01/01/25,1,2025,-360,Pee bedsheets,Joint
Rent,Rea,🏠 Home,01/01/25,1,2025,-14342,"+ depositum for the 1,35% rise in rent",Joint
Cleaning,Rea,🏠 Home,01/02/25,2,2025,-800,,Joint
Furniture Misc,Rea,🏠 Home,01/02/25,2,2025,-473,"sweater cleaner bought in berlin, Pee sheets in Jysk",Joint
Rent,Rea,🏠 Home,01/02/25,2,2025,-12541,,Joint
Cleaning,Rea,🏠 Home,01/03/25,3,2025,-1400,,Joint
Furniture Misc,Rea,🏠 Home,01/03/25,3,2025,0,,Joint
Rent,Rea,🏠 Home,01/03/25,3,2025,-12541,,Joint
Cleaning,Rea,🏠 Home,01/04/25,4,2025,-1600,,Joint
Furniture Misc,Rea,🏠 Home,01/04/25,4,2025,-170,Gardening,Joint
Rent,Rea,🏠 Home,01/04/25,4,2025,-12541,,Joint
Cleaning,Rea,🏠 Home,01/05/25,5,2025,-1600,,Joint
Furniture Misc,Rea,🏠 Home,01/05/25,5,2025,-445,Shelves bunk bed,Joint
Rent,Rea,🏠 Home,01/05/25,5,2025,-12541,,Joint
Food,Rea,🛒 Groceries,01/06/25,6,2025,-4965,,Joint
Flight Tickets,Rea,✈️ Traveling,01/06/25,6,2025,0,,Joint
Accomodation,Rea,✈️ Traveling,01/06/25,6,2025,0,,Joint
Compensation,Rea,✈️ Traveling,01/07/25,7,2025,4000,Refund from Victor and Alex,Joint
Accomodation,Rea,✈️ Traveling,01/07/25,7,2025,-4452,Camping and AirBnb Sweeden,Joint
Accomodation,Rea,✈️ Traveling,01/07/25,7,2025,-1100,Summerhouse,Joint
Accomodation,Rea,✈️ Traveling,01/08/25,8,2025,-1100,Sommerhus,Joint
Transport,Rea,✈️ Traveling,01/08/25,8,2025,,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/08/25,8,2025,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/09/25,9,2025,0,,Joint
Accomodation,Rea,✈️ Traveling,01/09/25,9,2025,-3345,Bed linens,Joint
Transport,Rea,✈️ Traveling,01/09/25,9,2025,-1420,Bornholm ferry+Toll+ Gas,Joint
Water,Rea,🏠 Home,01/10/25,10,2025,-200,,Joint
Food,Rea,🛒 Groceries,01/11/25,11,2025,-4141,,Joint
Food,Rea,🛒 Groceries,01/10/25,10,2025,-5401,,Joint
Food,Rea,🛒 Groceries,01/12/25,12,2025,-3778,,Joint
Accomodation,Rea,✈️ Traveling,01/11/25,11,2025,0,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/11/25,11,2025,0,,Joint
Flight Tickets,Rea,✈️ Traveling,01/11/25,11,2025,0,,Joint
Transport,Rea,✈️ Traveling,01/11/25,11,2025,0,,Joint
Accomodation,Rea,✈️ Traveling,01/12/25,12,2025,0,,Joint
Car Service,Rea,🚗 Car,01/01/25,1,2025,0,,Joint
Ejer afgifter,Rea,🚗 Car,01/01/25,1,2025,0,,Joint
Misc,Rea,🚗 Car,01/01/25,1,2025,0,,Joint
Gasoline,Rea,🚗 Car,01/01/25,1,2025,-804,,Joint
Misc,Rea,🚗 Car,01/01/25,1,2025,0,,Joint
Insurance,Rea,🚗 Car,01/01/25,1,2025,-177,,Joint
Car Service,Rea,🚗 Car,01/02/25,2,2025,0,,Joint
Ejer afgifter,Rea,🚗 Car,01/02/25,2,2025,0,,Joint
Misc,Rea,🚗 Car,01/02/25,2,2025,-241,Frame for bike plate,Joint
Gasoline,Rea,🚗 Car,01/02/25,2,2025,-700,,Joint
Misc,Rea,🚗 Car,01/02/25,2,2025,-143,Parking,Joint
Insurance,Rea,🚗 Car,01/02/25,2,2025,-390,,Joint
Car Service,Rea,🚗 Car,01/03/25,3,2025,-4666,Change of tyres,Joint
Ejer afgifter,Rea,🚗 Car,01/03/25,3,2025,-2360,,Joint
Misc,Rea,🚗 Car,01/03/25,3,2025,,,Joint
Gasoline,Rea,🚗 Car,01/03/25,3,2025,-1310,,Joint
Misc,Rea,🚗 Car,01/03/25,3,2025,-576,Road insurance,Joint
Insurance,Rea,🚗 Car,01/03/25,3,2025,-390,,Joint
Car Service,Rea,🚗 Car,01/04/25,4,2025,0,,Joint
Misc,Rea,🚗 Car,01/04/25,4,2025,0,,Joint
Gasoline,Rea,🚗 Car,01/04/25,4,2025,-703,,Joint
Misc,Rea,🚗 Car,01/04/25,4,2025,0,,Joint
Insurance,Rea,🚗 Car,01/04/25,4,2025,-390,,Joint
Car Service,Rea,🚗 Car,01/05/25,5,2025,0,,Joint
Misc,Rea,🚗 Car,01/05/25,5,2025,0,,Joint
Gasoline,Rea,🚗 Car,01/05/25,5,2025,-690,,Joint
Misc,Rea,🚗 Car,01/05/25,5,2025,-223,Parking,Joint
Insurance,Rea,🚗 Car,01/05/25,5,2025,-390,,Joint
Transport,Rea,✈️ Traveling,01/06/25,6,2025,0,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/06/25,6,2025,0,,Joint
Activities,Rea,👶 Kids,01/06/25,6,2025,-90,Vestbadet,Joint
Clothes,Rea,👶 Kids,01/06/25,6,2025,-195,Babysam,Joint
Kindergarden,Rea,👶 Kids,01/06/25,6,2025,-6117,,Joint
Transport,Rea,✈️ Traveling,01/07/25,7,2025,-2676,Bridge to Sweeden x 2 plus gas to Gotheborg + Audi tank and clean,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/07/25,7,2025,-2005,,Joint
Activities,Rea,👶 Kids,01/07/25,7,2025,-150,Vestbadet,Joint
Clothes,Rea,👶 Kids,01/07/25,7,2025,0,,Joint
Kindergarden,Rea,👶 Kids,01/07/25,7,2025,-467,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/09/25,9,2025,-1010,,Joint
Activities,Rea,👶 Kids,01/08/25,8,2025,-210,Vestbadet,Joint
Clothes,Rea,👶 Kids,01/08/25,8,2025,-22,,Joint
Kindergarden,Rea,👶 Kids,01/08/25,8,2025,-6117,,Joint
Misc,Rea,👶 Kids,01/08/25,8,2025,-70,,Joint
Activities,Rea,👶 Kids,01/09/25,9,2025,0,,Joint
Clothes,Rea,👶 Kids,01/09/25,9,2025,0,,Joint
Kindergarden,Rea,👶 Kids,01/09/25,9,2025,-6584,,Joint
Misc,Rea,👶 Kids,01/09/25,9,2025,0,,Joint
Car Service,Rea,🚗 Car,01/08/25,8,2025,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/10/25,10,2025,0,,Joint
Transport,Rea,✈️ Traveling,01/12/25,12,2025,-800,Taxis forth & back to airport + Gava party,Joint
Flight Tickets,Rea,✈️ Traveling,01/12/25,12,2025,-6483,Barcelona,Joint
Activities,Rea,👶 Kids,01/10/25,10,2025,-240,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/12/25,12,2025,0,,Joint
Clothes,Rea,👶 Kids,01/10/25,10,2025,-1310,Shoes,Joint
Activities,Rea,👶 Kids,01/11/25,11,2025,-150,Vestbadet,Joint
Kindergarden,Rea,👶 Kids,01/10/25,10,2025,-6585,,Joint
Clothes,Rea,👶 Kids,01/11/25,11,2025,-910,,Joint
Misc,Rea,👶 Kids,01/10/25,10,2025,-280,Passport Joana,Joint
Kindergarden,Rea,👶 Kids,01/11/25,11,2025,-6585,,Joint
Misc,Rea,👶 Kids,01/11/25,11,2025,0,Clothes,Joint
Activities,Rea,👶 Kids,01/12/25,12,2025,-150,,Joint
Clothes,Rea,👶 Kids,01/12/25,12,2025,-180,,Joint
Kindergarden,Rea,👶 Kids,01/12/25,12,2025,-6585,,Joint
Misc,Rea,👶 Kids,01/12/25,12,2025,,,Joint
Clothes,Rea,👨 Carlos,01/01/25,1,2025,-200,Socks,Personal
Flight Tickets,Rea,👨 Carlos,01/01/25,1,2025,,,Personal
Bars & Restaurants,Rea,👨 Carlos,01/01/25,1,2025,-572,,Personal
Music Forening,Rea,👨 Carlos,01/01/25,1,2025,-252,,Personal
Rejsekort,Rea,👨 Carlos,01/01/25,1,2025,-36,,Personal
Bank fees,Rea,👨 Carlos,01/01/25,1,2025,-75,,Personal
Dentist,Rea,👨 Carlos,01/01/25,1,2025,0,,Personal
Psicologist,Rea,👨 Carlos,01/01/25,1,2025,-600,,Personal
Subscriptions,Rea,👨 Carlos,01/02/25,2,2025,-596,New Scientist & Dashlane Anual,Personal
Flight Tickets,Rea,👨 Carlos,01/02/25,2,2025,-1998,Going to Bcn with Laia in March,Personal
Bank fees,Rea,👨 Carlos,01/02/25,2,2025,-75,,Personal
Bars & Restaurants,Rea,👨 Carlos,01/02/25,2,2025,-320,,Personal
Music Forening,Rea,👨 Carlos,01/02/25,2,2025,-252,,Personal
Rejsekort,Rea,👨 Carlos,01/02/25,2,2025,-164,,Personal
Presents,Rea,👨 Carlos,01/02/25,2,2025,-75,OLZM leaving work,Personal
Misc,Rea,👨 Carlos,01/02/25,2,2025,-1143,VPN router & FFVII rebirth,Personal
Dentist,Rea,👨 Carlos,01/02/25,2,2025,,,Personal
Psicologist,Rea,👨 Carlos,01/02/25,2,2025,-595,,Personal
Clothes,Rea,👨 Carlos,01/03/25,3,2025,-746,"New shoes Decathlon, watch band",Personal
Flight Tickets,Rea,👨 Carlos,01/03/25,3,2025,,,Personal
Bars & Restaurants,Rea,👨 Carlos,01/03/25,3,2025,-1175,Barcelona 🛒 Groceries,Personal
Music Forening,Rea,👨 Carlos,01/03/25,3,2025,-252,,Personal
Rejsekort,Rea,👨 Carlos,01/03/25,3,2025,-372,Barcelona commute Airport,Personal
Travel personal,Rea,👨 Carlos,01/03/25,3,2025,,,Personal
Bank fees,Rea,👨 Carlos,01/03/25,3,2025,-75,,Personal
Subscriptions,Rea,👨 Carlos,01/03/25,3,2025,-109,Spotify,Personal
Misc,Rea,👨 Carlos,01/03/25,3,2025,-387,New Scientist,Personal
Dentist,Rea,👨 Carlos,01/03/25,3,2025,,,Personal
Psicologist,Rea,👨 Carlos,01/03/25,3,2025,-597,,Personal
Dentist,Rea,👨 Carlos,01/04/25,4,2025,,,Personal
Psicologist,Rea,👨 Carlos,01/04/25,4,2025,-298,,Personal
Clothes,Rea,👨 Carlos,01/04/25,4,2025,0,,Personal
Flight Tickets,Rea,👨 Carlos,01/04/25,4,2025,0,,Personal
Subscriptions,Rea,👨 Carlos,01/04/25,4,2025,-109,Spotify,Personal
Bars & Restaurants,Rea,👨 Carlos,01/04/25,4,2025,-776,,Personal
Music Forening,Rea,👨 Carlos,01/04/25,4,2025,-252,,Personal
Rejsekort,Rea,👨 Carlos,01/04/25,4,2025,-179,,Personal
Bank fees,Rea,👨 Carlos,01/04/25,4,2025,-75,,Personal
Clothes,Rea,👨 Carlos,01/05/25,5,2025,,,Personal
Misc,Rea,🚗 Car,01/08/25,8,2025,0,,Joint
Subscriptions,Rea,👨 Carlos,01/05/25,5,2025,-109,Spotify,Personal
Bars & Restaurants,Rea,👨 Carlos,01/05/25,5,2025,-170,,Personal
Music Forening,Rea,👨 Carlos,01/05/25,5,2025,-252,,Personal
Rejsekort,Rea,👨 Carlos,01/05/25,5,2025,-125,,Personal
Bank fees,Rea,👨 Carlos,01/05/25,5,2025,-780,All year Revolut,Personal
Misc,Rea,👨 Carlos,01/05/25,5,2025,-100,Sammarreta i botella,Personal
Psicologist,Rea,👨 Carlos,01/05/25,5,2025,-298,,Personal
Misc,Rea,👶 Kids,01/06/25,6,2025,0,,Joint
Car Service,Rea,🚗 Car,01/06/25,6,2025,0,,Joint
Misc,Rea,🚗 Car,01/06/25,6,2025,0,,Joint
Gasoline,Rea,🚗 Car,01/06/25,6,2025,-600,,Joint
Misc,Rea,🚗 Car,01/06/25,6,2025,0,,Joint
Insurance,Rea,🚗 Car,01/06/25,6,2025,-390,,Joint
Akasse,Rea,👩 Anna,01/06/25,6,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/06/25,6,2025,0,,Anna
Misc,Rea,👶 Kids,01/07/25,7,2025,-403,"Stickers tattos, slide for outside",Joint
Misc,Rea,🚗 Car,01/07/25,7,2025,-70,,Joint
Misc,Rea,🚗 Car,01/07/25,7,2025,0,,Joint
Gasoline,Rea,🚗 Car,01/07/25,7,2025,-723,,Joint
Misc,Rea,🚗 Car,01/07/25,7,2025,-365,Brobizz subscription,Joint
Gasoline,Rea,🚗 Car,01/08/25,8,2025,-2335,,Joint
Insurance,Rea,🚗 Car,01/07/25,7,2025,-390,,Joint
Akasse,Rea,👩 Anna,01/07/25,7,2025,-1497,,Anna
Misc,Rea,🚗 Car,01/08/25,8,2025,-70,parking,Joint
Insurance,Rea,🚗 Car,01/08/25,8,2025,-389,,Joint
Car Service,Rea,🚗 Car,01/09/25,9,2025,0,,Joint
Ejer afgifter,Rea,🚗 Car,01/09/25,9,2025,-2370,,Joint
Misc,Rea,🚗 Car,01/09/25,9,2025,0,,Joint
Gasoline,Rea,🚗 Car,01/09/25,9,2025,-1200,,Joint
Misc,Rea,🚗 Car,01/09/25,9,2025,0,,Joint
Insurance,Rea,🚗 Car,01/09/25,9,2025,-389,,Joint
Akasse,Rea,👩 Anna,01/08/25,8,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/08/25,8,2025,0,,Anna
Bike repair,Rea,👩 Anna,01/08/25,8,2025,-11264,New bike and accessories,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/08/25,8,2025,-337,,Anna
Clothes,Rea,👩 Anna,01/08/25,8,2025,-250,,Anna
Hobby,Rea,👩 Anna,01/08/25,8,2025,-521,Paintings ,Anna
Misc,Rea,👩 Anna,01/08/25,8,2025,-220,vikinge museujm,Anna
Misc,Rea,👩 Anna,01/08/25,8,2025,2000,sold bike,Anna
Car Service,Rea,🚗 Car,01/10/25,10,2025,0,,Joint
Car Service,Rea,🚗 Car,01/12/25,12,2025,-12100,"Fixing key, big service",Joint
Misc,Rea,🚗 Car,01/10/25,10,2025,0,,Joint
Misc,Rea,🚗 Car,01/12/25,12,2025,0,,Joint
Gasoline,Rea,🚗 Car,01/10/25,10,2025,-751,,Joint
Gasoline,Rea,🚗 Car,01/12/25,12,2025,-676,Anna betalt,Joint
Misc,Rea,🚗 Car,01/10/25,10,2025,,,Joint
Misc,Rea,🚗 Car,01/12/25,12,2025,0,,Joint
Insurance,Rea,🚗 Car,01/10/25,10,2025,-389,,Joint
Insurance,Rea,🚗 Car,01/10/25,10,2025,,,Joint
Insurance,Rea,🚗 Car,01/12/25,12,2025,-389,,Joint
Akasse,Rea,👩 Anna,01/10/25,10,2025,-1497,,Anna
Car Service,Rea,🚗 Car,01/11/25,11,2025,,,Joint
Bike repair,Rea,👩 Anna,01/10/25,10,2025,0,,Anna
Misc,Rea,🚗 Car,01/11/25,11,2025,,,Joint
Cafe/bar/restaurant,Rea,👩 Anna,01/10/25,10,2025,-544,DEJ,Anna
Gasoline,Rea,🚗 Car,01/11/25,11,2025,-724,,Joint
Clothes,Rea,👩 Anna,01/10/25,10,2025,0,,Anna
Misc,Rea,🚗 Car,01/11/25,11,2025,,,Joint
Insurance,Rea,🚗 Car,01/11/25,11,2025,-389,,Joint
Akasse,Rea,👩 Anna,01/12/25,12,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/12/25,12,2025,0,,Anna
Bike repair,Rea,👩 Anna,01/12/25,12,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/12/25,12,2025,-765,"Glogg tivoli, DEJ",Anna
Clothes,Rea,👩 Anna,01/12/25,12,2025,-61,,Anna
Hobby,Rea,👩 Anna,01/12/25,12,2025,-1800,"kor til H1 2026,  blomsterværksted",Anna
Misc,Rea,👩 Anna,01/12/25,12,2025,-841,"Spejderfest, gasoline",Anna
Activities,Rea,🎉 Entertainment,01/01/25,1,2025,,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/01/25,1,2025,-1386,,Joint
Netflix,Rea,🎉 Entertainment,01/01/25,1,2025,-89,,Joint
Sports,Rea,🎉 Entertainment,01/01/25,1,2025,,,Joint
Disney+,Rea,🎉 Entertainment,01/01/25,1,2025,-74,,Joint
TV2Play,Rea,🎉 Entertainment,01/01/25,1,2025,,,Joint
Youtube,Rea,🎉 Entertainment,01/01/25,1,2025,,,Joint
Activities,Rea,🎉 Entertainment,01/02/25,2,2025,,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/02/25,2,2025,-680,,Joint
Netflix,Rea,🎉 Entertainment,01/02/25,2,2025,,,Joint
Port Aventura,Rea,🎉 Entertainment,01/02/25,2,2025,,,Joint
Sports,Rea,🎉 Entertainment,01/02/25,2,2025,,,Joint
Subscriptions,Rea,🎉 Entertainment,01/02/25,2,2025,-45,Disney+,Joint
TV2Play,Rea,🎉 Entertainment,01/02/25,2,2025,,,Joint
Youtube,Rea,🎉 Entertainment,01/02/25,2,2025,,,Joint
Activities,Rea,🎉 Entertainment,01/03/25,3,2025,,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/03/25,3,2025,-1222,,Joint
Netflix,Rea,🎉 Entertainment,01/03/25,3,2025,,,Joint
Subscriptions,Rea,👨 Carlos,01/03/25,3,2025,0,Spotify,Personal
Sports,Rea,🎉 Entertainment,01/03/25,3,2025,,,Joint
Subscriptions,Rea,🎉 Entertainment,01/03/25,3,2025,-58,Disney+,Joint
Activities,Rea,🎉 Entertainment,01/04/25,4,2025,,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/04/25,4,2025,-664,,Joint
Netflix,Rea,🎉 Entertainment,01/04/25,4,2025,,,Joint
Port Aventura,Rea,🎉 Entertainment,01/04/25,4,2025,,,Joint
Sports,Rea,🎉 Entertainment,01/04/25,4,2025,,,Joint
Subscriptions,Rea,🎉 Entertainment,01/04/25,4,2025,-138,Disney+,Joint
TV2Play,Rea,🎉 Entertainment,01/04/25,4,2025,,,Joint
Food,Rea,🛒 Groceries,01/04/24,4,2024,-6236,,Joint
Youtube,Rea,🎉 Entertainment,01/04/25,4,2025,,,Joint
Activities,Rea,🎉 Entertainment,01/05/25,5,2025,0,,Joint
